precision,recall,threshold
0.8972428613565179,0.9999843461381923,2.134529081265768e-10
0.8972554637901006,0.9999843461381923,2.2124412024648876e-10
0.8972680665777091,0.9999843461381923,2.8530924844893946e-10
0.8972806697193584,0.9999843461381923,2.8621072178935947e-10
0.8972932732150632,0.9999843461381923,2.8855454137222125e-10
0.8973058770648388,0.9999843461381923,3.157374361961729e-10
0.8973184812686997,0.9999843461381923,3.2798827542812603e-10
0.8973310858266611,0.9999843461381923,3.28025828721934e-10
0.8973436907387378,0.9999843461381923,3.30030891504407e-10
0.8973562960049447,0.9999843461381923,3.4269448390134016e-10
0.8973689016252967,0.9999843461381923,3.467221232344997e-10
0.897381507599809,0.9999843461381923,3.471416487599299e-10
0.8973941139284962,0.9999843461381923,3.57804730288791e-10
0.8974067206113734,0.9999843461381923,3.6116995505430793e-10
0.8974193276484554,0.9999843461381923,3.6613895249004713e-10
0.8974319350397573,0.9999843461381923,3.745000975996504e-10
0.8974445427852938,0.9999843461381923,3.830448735975267e-10
0.89745715088508,0.9999843461381923,3.83673010029284e-10
0.8974697593391309,0.9999843461381923,3.858945385459833e-10
0.8974823681474613,0.9999843461381923,4.003128106777609e-10
0.8974949773100861,0.9999843461381923,4.346067117300123e-10
0.8975075868270204,0.9999843461381923,4.818279664142722e-10
0.8975201966982789,0.9999843461381923,4.959332944309836e-10
0.8975328069238767,0.9999843461381923,5.250914147936214e-10
0.8975454175038287,0.9999843461381923,5.316996842807953e-10
0.8975580284381498,0.9999843461381923,5.475009889899241e-10
0.897570639726855,0.9999843461381923,5.522731161278216e-10
0.8975832513699592,0.9999843461381923,5.535596980799085e-10
0.8975958633674774,0.9999843461381923,5.579225970109292e-10
0.8976084757194245,0.9999843461381923,5.727045504499984e-10
0.8976210884258153,0.9999843461381923,5.873514452581219e-10
0.897633701486665,0.9999843461381923,5.947988768184587e-10
0.8976463149019883,0.9999843461381923,6.170435828956045e-10
0.8976589286718003,0.9999843461381923,6.30633822940041e-10
0.8976715427961159,0.9999843461381923,6.369731964106506e-10
0.8976841572749501,0.9999843461381923,6.381211670181131e-10
0.8976967721083178,0.9999843461381923,6.49616915815443e-10
0.8977093872962338,0.9999843461381923,6.817139630577174e-10
0.8977220028387133,0.9999843461381923,6.88748003074835e-10
0.8977346187357711,0.9999843461381923,6.923027151550798e-10
0.8977472349874221,0.9999843461381923,6.971778709896626e-10
0.8977598515936814,0.9999843461381923,7.199605911445417e-10
0.8977724685545639,0.9999843461381923,7.574538218868554e-10
0.8977850858700847,0.9999843461381923,8.084828362342478e-10
0.8977977035402583,0.9999843461381923,8.14433964713146e-10
0.8978103215651001,0.9999843461381923,8.300315434972561e-10
0.8978229399446248,0.9999843461381923,8.512091587142834e-10
0.8978355586788475,0.9999843461381923,8.551847563431636e-10
0.8978481777677831,0.9999843461381923,8.571639509291629e-10
